sample_folder,start_time,question,options,standard_answer,task_type
sample_291,90,What text is displayed above the entrance to the parking structure?,A) HIGH CLEARANCE B) MAX HEIGHT C) MAX CLEARANCE D) MAY CLEARANCE,C,Text-Rich Understanding
sample_312,90,What text is visible on the back of the blue jacket worn by the person walking on the right side of the pathway?,A) UCLA B) UCSD C) USC D) UCR,A,Text-Rich Understanding
sample_315,90,What text is displayed on the side of the bus visible in the scene?,A) UNIVERSAL STUDIOS B) HOLLYWOOD TOUR C) DISNEY LAND D) CITY TRANSPORT,A,Text-Rich Understanding
sample_320,90,What is the shape of the wall-mounted light fixtures visible along the tunnel walls?,A) Circular B) Rectangular with rounded top C) Triangular D) Square,B,Attribute Perception
sample_360,90,What is the precise weight reading (in grams) displayed on the digital scale while measuring coffee grounds?,A) 17.9 B) 18.4 C) 19.0 D) 19.6,B,Text-Rich Understanding
sample_364,90,What numerical value is displayed on the digital scale beneath the glass?,A) 98.0  B) 98.5  C) 99.0  D) 98.6,B,Text-Rich Understanding
sample_371,90,What value is displayed on the digital scale in the lower left portion of the frame?,A) 0.0 B) 8.8 C) 1.0 D) 0.8,A,Text-Rich Understanding
sample_380,90,What word is painted on the road surface in the traffic lane to indicate a specific route restriction?,A) ONLY B) TUNNEL C) LANE D) TUNEL,B,Text-Rich Understanding
sample_387,90,What word appears on the advertisement displayed on the yellow taxi on the left side of the street?,A) MORMON B) MOON C) MORON D) MOUNTAIN,A,Text-Rich Understanding
sample_391,90,What is the first word visible on the food truck parked on the right side of the street?,A) FROST B) CREAM C) SWEET D) COOL,A,Text-Rich Understanding
sample_401,90,What is the name of the hair salon prominently displayed on the building corner?,A) Rani B) Kani C) Vani D) Ani,A,Text-Rich Understanding
sample_403,90,"Which flag is displayed adjacent to the ""MOMA"" sign on the building facade?",A) American flag  B) French flag  C) No flag  D) Union Jack,A,Spatial Understanding
sample_407,90,What color is the label on the large glass bottle positioned on the bar counter?,A) Red B) Blue C) Beige D) Green,C,Attribute Perception
sample_436,90,What accessory is visible on the person's right wrist while selecting items from the shelf?,A) Gold bracelet B) Silver watch C) Black wristband D) Red string,A,Attribute Perception
sample_448,90,What is the price displayed on the green shelf label directly below the product being handled?,A) 13.50 B) 13.90 C) 13.95 D) 14.00,C,Text-Rich Understanding
sample_2,90,What is the score displayed on the scoreboard during the sequence?,A) 0-0 B) 1-0 C) 2-1 D) 1-1,B,Text-Rich Understanding
sample_6,90,"During the team lineup sequence, in which direction does the head of the player second from the left move?",A) Upward B) Downward C) Leftward D) Rightward,B,Action Perception
sample_25,90,What object does the child interact with using their feet during the movement sequence?,A) A green boot B) A yellow ball C) A blue stick D) A red toy,C,Object Perception
sample_50,90,"In the video, which direction is the text ""Kaylin"" moved relative to the circular pattern?",A) Upward B) Downward C) Leftward D) Rightward,A,Spatial Understanding
sample_73,90,What number is added to the circle diagram immediately after the number 4 in the sequence?,A) 5 B) 6 C) 7 D) 8,A,Text-Rich Understanding
sample_75,90,"During the sequence, in which direction do the person's hands move?",A) Upward B) Downward C) Outward from the body D) Inward toward the body,C,Action Perception
sample_110,90,What object does the person pick up with their right hand during the sequence?,A) Spoon B) Chopstick C) Fork D) Knife,B,Action Perception
sample_125,90,In which direction does the left hand move the yellow material during the sequence?,A) Left  B) Right  C) Up  D) Down,A,Action Perception
sample_126,90,"During the painting sequence, in which direction does the brush move while applying paint to the lower lip?","A) Upward  
B) Downward  
C) Left to right  
D) Right to left",B,Action Perception
sample_134,90,In which direction does the paintbrush move while applying color to the lower lip?,A) Left to right B) Right to left C) Upward D) Downward,A,Action Perception
sample_153,90,In which direction do the hands of the man on the right move as he buttons his vest?,A) Upward B) Downward C) Left to right D) Right to left,B,Action Perception
sample_165,90,What is the total change in the cadence (strokes per minute) from the beginning to the end of the video?,A) +4 B) +6 C) +2 D) 0,B,Action Perception
sample_169,90,"What does the numerical value displayed as ""1/MIN"" change to during the video sequence?",A) 70 B) 50 C) 20 D) 0,D,Text-Rich Understanding
sample_170,90,"What is the trend of the heart rate value (labeled ""1/min"") over the video sequence?","A) It remains constant at 75  
B) It decreases from 75 to 70  
C) It increases from 75 to 79  
D) It fluctuates between 74 and 76",C,Action Perception
sample_178,90,What is the trend of the vehicle's speed during the sequence?,A) Decreasing B) Constant C) Increasing D) Fluctuating,C,Text-Rich Understanding
sample_181,90,"During the sequence where a cyclist overtakes the group, what word is clearly visible on the back of their jersey?",A) UNITED B) UNITED STATES C) UNIT D) UNITE,A,Text-Rich Understanding
sample_195,90,"What phrase appears immediately after ""and also a temporary"" in the video's text sequence?",A) wheat farm as well. B) sheep farm C) temporary farm D) anmpora,A,Text-Rich Understanding
sample_207,90,What is the direction of the hand's movement around the structure between placing blocks on the left side and approaching to place blocks on the right side?,A) Clockwise B) Counterclockwise C) Directly across the top D) Moving back to the starting position,A,Action Perception
sample_260,90,"During the driving sequence, what action does the driver perform with their right hand?","A) Steers the vehicle without interruption  
B) Shifts the transmission gear  
C) Adjusts the rearview mirror  
D) Uses the turn signal lever",B,Action Perception
sample_261,90,What specific action does the co-driver perform with the navigation notes during the sequence?,A) Tearing out a page B) Flipping a page C) Crumpling the papers D) Setting the papers aside,B,Action Perception
sample_263,90,"During the segment where the car passes under the ""YOKOHAMA"" overhead signage, in which direction does the driver turn the steering wheel?","A) Left  
B) Right  
C) Straight  
D) Alternating between left and right",B,Action Perception
sample_264,90,What action does the driver's right hand perform between the initial and subsequent frames of the video?,"A) Remains stationary on the steering wheel  
B) Adjusts the rearview mirror  
C) Shifts gears  
D) Taps the dashboard",C,Action Perception
sample_265,90,"In the video, what direction do the person's legs move during the exercise sequence?",A) Upward B) Downward C) Leftward D) Rightward,A,Action Perception
sample_268,90,What movement does the driver's right hand perform during the sequence?,"A) Stays on the gear shift  
B) Moves from the steering wheel to the gear shift  
C) Moves from the gear shift to the steering wheel  
D) Wavers near the dashboard",C,Action Perception
sample_273,90,What is the highest speed value displayed on the speedometer during the video sequence?,A) 47 B) 52 C) 56 D) 60,C,Attribute Perception
sample_277,90,"After navigating through the store, what action does the character perform?","A) Enters a storage area  
B) Exits the building  
C) Turns to face the camera  
D) Opens a display case",B,Action Perception
sample_285,90,"In the video, which direction does the character in the green vest move after standing up from the counter?","A) Towards the front entrance  
B) Towards the left side of the store  
C) Towards the back of the store  
D) Towards the right side of the store",C,Action Perception
sample_291,90,What is the maximum speed reached by the vehicle during the sequence?,A) 36 B) 33 C) 40 D) 42,D,Text-Rich Understanding
sample_302,90,"As the video progresses, what structure gradually replaces the large hedge on the right side of the sidewalk?",A) A stone wall B) A wooden fence C) A metal gate D) A grassy embankment,B,Object Perception
sample_341,90,Which hand is holding the receipt during the sequence?,A) Left  B) Right  C) Both hands  D) Neither hand,A,Spatial Understanding
sample_352,90,What action is the person performing with the plastic container during the sequence?,"A) Rinsing it under the faucet  
B) Placing it into the dishwasher  
C) Storing it in a cabinet  
D) Filling it with water",B,Action Perception
sample_366,90,"After steaming the milk, in which direction does the hand move the metal pitcher?","A) Towards the sink  
B) Towards the coffee grinder  
C) Towards the counter  
D) Towards the refrigerator",A,Action Perception
sample_385,90,Which vehicle enters the left lane from the left side as the video progresses?,A) Yellow taxi  B) Black SUV  C) Black sedan  D) White bus,C,Action Perception
sample_386,90,Which company's truck enters the intersection from the right side during the sequence?,A) U-Haul B) Penske C) Ryder D) FedEx,B,Object Perception
sample_392,90,How many pedestrians are walking together on the left sidewalk by the end of the video sequence?,A) 1 B) 2 C) 3 D) 0,B,Counting
sample_395,90,Which vehicle appears behind the yellow taxi as it travels forward through the city street?,"A) Black sedan  
B) White SUV  
C) Red convertible  
D) Blue hatchback",A,Object Perception
sample_414,90,What item is the person placing into the shopping cart during the sequence?,"A) 6-pack of canned fruit  
B) 4-pack of canned fruit  
C) Single can of fruit  
D) Box of cereal",B,Object Perception
sample_438,90,What action are the hands performing with the product during the sequence?,"A) Picking up the product from the shelf  
B) Placing the product onto the shelf  
C) Adjusting the product's position on the shelf  
D) Removing the product from the display",B,Action Perception
sample_458,90,Which vehicle's turn signal is activated during the sequence?,A) Black car on the left B) Silver SUV in the center C) Gray hatchback on the right D) White van ahead,C,Action Perception
sample_474,90,How many people are visible near the colorful striped artwork as the camera pans to the left?,A) 1 B) 2 C) 3 D) 0,B,Counting
sample_480,90,"During the camera's rightward pan, what new visual element becomes clearly visible on the white wall adjacent to the blue partition?","A) A QR code  
B) A small painting  
C) A security camera  
D) A wall sconce",A,Object Perception
sample_484,90,"During the sequence, does the background behind the car exhibit any horizontal visual artifacts?","A) Yes, in the middle frames  
B) Yes, in the initial frames  
C) No, the background remains clear  
D) Yes, throughout the entire sequence",C,Attribute Perception
sample_486,90,"During the replay sequence, which vehicle overtakes the blue car on the inner curve of the track?","A) Pink car with flower decal  
B) Green car with blue stripes  
C) Orange race car  
D) Red fire truck",A,Action Perception
sample_2,100,"In the crowd, what object is the fan in the red-and-white checkered shirt holding up with his right hand?",A) A red scarf B) A smartphone C) A plastic bottle D) A small flag,B,Object Perception
sample_12,100,What decorative pattern is visible on the large white plate positioned to the left of the wooden cutting board?,"A) No visible pattern  
B) Concentric circles  
C) Vertical stripes  
D) Polka dots",B,Attribute Perception
