sample_id,start_time,question,std_answer,Frame,task_type
149,160,What brand name is printed on the weight plate?,PURE MUSCLE,Single,Text-Rich Understanding
149,170,What brand name is printed on the weight plate?,PURE MUSCLE,Single,Text-Rich Understanding
155,180,What object is attached to the man's belt?,knife,Single,Object Perception
151,160,What color are the buttons on the dark vest?,gold,Single,Attribute Perception
150,160,What is the title of the book placed under the globe on the desk?,ESSENTIALS OF STRENGTH TRAINING AND CONDITIONING,Single,Text-Rich Understanding
148,160,What is the name of the muscle group associated with the green color in the legend?,VASTUS INTERMEDIUS,Single,Text-Rich Understanding
159,160,What color is the hair accessory worn by the woman in the light-colored garment?,golden,Single,Attribute Perception
162,180,What color is the bowl on the floor next to the bed?,white,Single,Attribute Perception
157,160,What is the texture of the stocking on the seated person's leg?,knitted,Single,Attribute Perception
168,180,What is the name visible on the building to the right side of the road in the video?,APPALACHIAN,Single,Text-Rich Understanding
166,170,What is the label for the temperature measurement in the right panel?,TEMPERATUR,Single,Text-Rich Understanding
175,170,What is the name displayed on the building's sign along the route?,APPALACHIAN,Single,Text-Rich Understanding
174,180,What is the current height in meters as displayed on the screen?,299,Single,Text-Rich Understanding
175,180,What word is printed on the cyclist's shorts?,UNITED,Single,Text-Rich Understanding
169,180,What is the height value displayed in the interface?,192.8 m,Single,Text-Rich Understanding
179,180,What does the sign on the pole near the sidewalk say?,No Parking,Single,Text-Rich Understanding
123,160,What is the L2 cache size in MB for the RTX 4060 Ti?,32,Single,Text-Rich Understanding
179,170,What text is printed on the shorts of the cyclist wearing the blue and white jersey?,PERFORMANCE BICYCLE,Single,Text-Rich Understanding
180,170,What is the precise height value in meters displayed in the altitude indicator?,351.2,Single,Text-Rich Understanding
180,180,What letter is displayed on the triangular road sign visible along the route?,N,Single,Text-Rich Understanding
178,180,What symbol is displayed on the blue roadside sign?,P,Single,Text-Rich Understanding
183,170,What text is visible on the frame of the bicycle in the foreground?,PERFORMANCE BICYCLE,Single,Text-Rich Understanding
187,170,What color is the player's armor?,purple,Single,Attribute Perception
183,180,What is the name visible on the building in the background?,APPALACHIAN,Single,Text-Rich Understanding
189,170,What does the chat message displayed in the game say?,yep 100% going to keep this promise,Single,Text-Rich Understanding
182,170,What structure is visible on the right side of the road in the later frames?,bus stop shelter,Single,Object Perception
190,180,What is the subscriber count displayed for the channel 'Rake'?,72.8K subscribers,Single,Text-Rich Understanding
194,160,What is the quantity of the steak in the hotbar?,7,Single,Counting
193,180,What number is displayed next to the sword in the hotbar?,51,Single,Text-Rich Understanding
193,160,What number is displayed next to the sword icon in the player's inventory?,51,Single,Text-Rich Understanding
192,160,What is the player's experience level displayed in the game's HUD?,17,Single,Text-Rich Understanding
197,160,What is the player's experience level displayed in the game interface?,43,Single,Text-Rich Understanding
197,170,What number is displayed in the experience level indicator on the game's HUD?,43,Single,Text-Rich Understanding
204,170,How many cylindrical studs are visible on the top surface of the block being placed by the hand?,4,Single,Counting
199,160,What version number is displayed in the bottom-left corner of the Minecraft main menu screen?,1.18,Single,Text-Rich Understanding
207,170,How many fingers are visible holding the orange block when it is being placed?,2,Single,Counting
206,160,What color is the bottommost layer of the LEGO structure?,green,Single,Attribute Perception
210,170,What color are the wheels of the yellow toy vehicle?,yellow,Single,Attribute Perception
209,160,What text appears below the circular logo in the top right corner of the video?,KINEMASTER,Single,Text-Rich Understanding
200,170,What is the number displayed next to the gold ingot in the top-left slot of the large chest?,17,Single,Text-Rich Understanding
209,170,What text appears next to the circular logo in the top right corner of the video?,KINEMASTER,Single,Text-Rich Understanding
242,170,What material are the spots on the yellow object?,gemstones,Single,Attribute Perception
239,170,What word is written on the sign of the building in the background?,KIDS,Single,Text-Rich Understanding
210,180,What color is the small block located in the center of the toy structure?,green,Single,Attribute Perception
218,160,What word appears below the fraction $\frac{5}{4}$ when the red arrow points to its top number?,Numerator,Single,Text-Rich Understanding
245,170,What is the design on the elderly woman's hat?,spiral,Single,Attribute Perception
252,170,What brand name is visible on the driver's gloves?,Sparco,Single,Text-Rich Understanding
246,180,What word is written on the bottle the character is holding?,GLUE,Single,Text-Rich Understanding
200,180,What is the player's experience level?,24,Single,Attribute Perception
255,160,What text is displayed in the top right corner of the screen during the video?,Football TV,Single,Text-Rich Understanding
221,170,"What color is the letter 'A' in the word ""Antics"" on the person's shirt?",red,Single,Attribute Perception
253,180,What brand name is displayed on the blue sign along the right side of the track?,MICHELIN,Single,Text-Rich Understanding
259,180,What is the name displayed in the top left corner of the screen next to the score during the match?,Gobau,Single,Text-Rich Understanding
260,170,What does the sign below the '30' speed limit sign say?,Lärmschutz,Single,Text-Rich Understanding
261,160,What number is visible on the notepad inside the car?,60,Single,Text-Rich Understanding
262,160,What brand name is visible on the steering wheel?,Sabelt,Single,Text-Rich Understanding
264,160,What is the warning message displayed in the bottom right corner of the screen?,DO NOT ATTEMPT! This part of the German Autobahn has no speed limit. High speed test performed by experienced driver.,Single,Text-Rich Understanding
245,160,What is displayed on the hospital monitor beside the bed?,heartbeat line,Single,Object Perception
268,160,What text is visible on the driver's left glove?,freem,Single,Text-Rich Understanding
262,170,What brand name is visible on the yellow sign near the driver's hand?,Sabelt,Single,Text-Rich Understanding
266,180,What number is displayed on the digital screen on the car's dashboard?,4,Single,Text-Rich Understanding
197,180,What is the player's experience level?,43,Single,Text-Rich Understanding
271,180,What is the text of the chat message posted by Kolbreeze?,NO CRIME = BORING GAMEPLAY,Single,Text-Rich Understanding
272,170,What duration of subscription is mentioned in the chat messages on the right side of the screen?,24 months,Single,Text-Rich Understanding
275,160,"What are the last two letters of the chat message that begins with ""HAVE YOU HAD ANY""?",QA,Single,Text-Rich Understanding
273,180,What is the text of the chat message displayed in the chat window on the right side of the screen?,HOLY,Single,Text-Rich Understanding
274,160,What number is displayed at the bottom left of the game screen?,4,Single,Text-Rich Understanding
280,160,What does the sign above the store entrance say?,MORE TRASH FOR LESS CASH,Single,Text-Rich Understanding
283,180,What is the current task displayed in the bottom right corner of the screen?,Load the cargo into the truck,Single,Text-Rich Understanding
282,180,What username appears repeatedly in the chat messages on the right side of the screen?,DUNDEE,Single,Text-Rich Understanding
276,160,What number is displayed on the phone screen when making a call?,112,Single,Text-Rich Understanding
286,160,What does the red sign on the wall say?,NO TRESPASSING VIOLATORS WILL BE PROSECUTED,Single,Text-Rich Understanding
278,160,What is the message posted by VahallaCats in the chat?,DA LOOT,Single,Text-Rich Understanding
284,180,What number is displayed at the bottom of the green progress bar?,4,Single,Text-Rich Understanding
287,160,"What name is shown on the phone screen when the job search status displays ""Searching""?",Jean Paul,Single,Text-Rich Understanding
